PERATION_ID,TYPE,USER_ID,PRODUCTION,CONSUME,CONSUME_OTHERS,USER_VOLUME,USER_DENSITY,USER_ROLE,FILE_ID,FILE_SIZE,TOPIC_ID,TOPIC_VOLUME,TOPIC_DENSITY,TOPIC_ROLE
17,download,20876528,0.0,0.011119759813188036,0.0,0,0.0,null,100,4,17,5167328,47838.2333265692,Alpha
18,download,18226038,0.0,0.011119759813188036,0.0,0,0.0,null,100,4,17,5167328,47838.2333265692,Alpha
19,download,1261596877,0.0,0.011119759813188036,0.0,0,0.0,null,100,4,17,5167328,47838.2333265692,Alpha
20,upload,3416684,0.011119759813188036,0.0,0.3780718336483932,4624,28.849999830126762,Gamma,21,4,17,5167328,47838.2333265692,Alpha
21,download,2094237957,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
22,download,2679047540,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
23,download,1673501618,0.0,0.055598799065940174,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
23,download,1673501618,0.0,0.055598799065940174,0.0,0,0.0,null,60,3,19,264872,7873.866634622216,Gamma
23,download,1673501618,0.0,0.055598799065940174,0.0,0,0.0,null,60,3,19,264872,7873.866634622216,Gamma
23,download,1673501618,0.0,0.055598799065940174,0.0,0,0.0,null,60,3,19,264872,7873.866634622216,Gamma
23,download,1673501618,0.0,0.055598799065940174,0.0,0,0.0,null,8,5,2,7498850,46620.733298912644,Alpha
24,download,2047663372,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
25,download,1073379669,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
26,download,1984762017,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
27,download,280293562,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
28,download,2581410219,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
29,download,1470663024,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
30,download,2037261054,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
31,download,1389581047,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
32,download,2330238036,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
33,download,1472401796,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
34,download,2239805011,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
35,download,1929241253,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
36,download,233703608,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
37,download,213906252,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
38,download,2310623879,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
39,download,1368587648,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
40,download,27113807,0.0,0.022239519626376072,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
40,download,27113807,0.0,0.022239519626376072,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
41,download,1101919023,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
42,download,1992274679,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
43,download,38734184,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
44,download,192107995,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
45,download,456151841,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
46,download,2846004559,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
47,download,2720154900,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
48,download,1478340277,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
49,download,2272319845,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
50,download,1789091416,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
51,download,1535120715,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
52,download,358332601,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
53,download,39173200,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
54,download,190141576,0.0,0.011119759813188036,0.0,0,0.0,null,21,4,17,5167328,47838.2333265692,Alpha
55,upload,787132,0.022239519626376072,0.0,2.0015567663738465,97200,11407.20000565052,Gamma,107,3,22,3072,29.583333134651184,Gamma
55,upload,787132,0.022239519626376072,0.0,2.0015567663738465,97200,11407.20000565052,Gamma,103,3,5,204680,12843.766667693853,Gamma
56,download,1723898520,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
57,download,1696582157,0.0,0.033359279439564106,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
57,download,1696582157,0.0,0.033359279439564106,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
57,download,1696582157,0.0,0.033359279439564106,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
58,download,1465684570,0.0,0.022239519626376072,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
58,download,1465684570,0.0,0.022239519626376072,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
59,download,2088345367,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
60,download,1667049721,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
61,download,1432729186,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
62,download,1838075421,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
63,download,560658152,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
64,download,2292161870,0.0,0.044479039252752144,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
64,download,2292161870,0.0,0.044479039252752144,0.0,0,0.0,null,75,7,2,7498850,46620.733298912644,Alpha
64,download,2292161870,0.0,0.044479039252752144,0.0,0,0.0,null,31,7,12,10034220,105655.7001106143,Beta
64,download,2292161870,0.0,0.044479039252752144,0.0,0,0.0,null,103,3,5,204680,12843.766667693853,Gamma
65,download,1812945775,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
66,download,1901537654,0.0,0.022239519626376072,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
66,download,1901537654,0.0,0.022239519626376072,0.0,0,0.0,null,74,9,2,7498850,46620.733298912644,Alpha
67,download,1988493618,0.0,0.033359279439564106,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
67,download,1988493618,0.0,0.033359279439564106,0.0,0,0.0,null,75,7,2,7498850,46620.733298912644,Alpha
67,download,1988493618,0.0,0.033359279439564106,0.0,0,0.0,null,17,4,12,10034220,105655.7001106143,Beta
68,download,2327906635,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
69,download,2325540941,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
70,download,2014994810,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
71,download,2201592532,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
72,download,1424683948,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
73,download,401266212,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
74,download,569770925,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
75,download,402666544,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
76,download,217747302,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
77,download,185461983,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
78,download,1069801171,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
79,download,2247885867,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
80,download,2149630512,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
81,download,1217108918,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
82,download,1326730996,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
83,download,28524616,0.0,0.011119759813188036,0.0,0,0.0,null,107,3,22,3072,29.583333134651184,Gamma
84,upload,259220806,0.022239519626376072,0.0,3.3359279439564107,450000,18561.7832955122,Beta,7,3,10,360000,9520.983328700066,Gamma
84,upload,259220806,0.022239519626376072,0.0,3.3359279439564107,450000,18561.7832955122,Beta,48,7,13,7602267,59864.29996819049,Beta
85,download,7645498,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
86,download,572837453,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
87,download,2066828300,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
88,download,399816170,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
89,download,182414668,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
90,download,54204878,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
91,download,208969307,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
92,download,1693009507,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
93,download,1337358076,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
94,download,335360737,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
95,download,272890427,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
96,download,2876718367,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
97,download,196042614,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
98,download,184862469,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
99,download,1427598140,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
100,download,1279321783,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
101,download,1213289764,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
102,download,751776103,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
103,download,477431602,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
104,download,26344739,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
105,download,11097555,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
106,download,34372643,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
107,download,324836399,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
108,download,28110732,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
109,download,1382402374,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
110,download,1442445258,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
111,download,1371468563,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
112,download,253195976,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
113,download,29339214,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
114,download,1979275539,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
115,download,1232654066,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
116,download,55565956,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
117,download,2054656413,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
118,download,536090882,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
119,download,2028900319,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
120,download,1519093991,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
121,download,1522223601,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
122,download,40524546,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
123,download,2234563665,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
124,download,611493612,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
125,download,730545765,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
126,download,1690252288,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
127,download,401496749,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
128,download,293138066,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
129,download,407945940,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
130,download,2321271507,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
131,download,241888356,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
132,download,8904955,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
133,download,270533676,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
134,download,419229588,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
135,download,32532517,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
136,download,228601547,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
137,download,359287497,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
138,download,196419335,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
139,download,296930647,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
140,download,263564088,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
141,download,143713659,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
142,download,262894668,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
143,download,461389669,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
144,download,266217888,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
145,download,41687816,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
146,download,1483646703,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
147,download,1510351673,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
148,download,216685386,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
149,download,1805897605,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
150,download,231118314,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
151,download,329383881,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
152,download,198965616,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
153,download,789749834,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
154,download,598847211,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
155,download,1621947810,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
156,download,2229406460,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
157,download,1680559526,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
158,download,1597188649,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
159,download,186121620,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
160,download,255721980,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
161,download,324093593,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
162,download,1700015224,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
163,download,322295524,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
164,download,1698069008,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
165,download,40598347,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
166,download,576237694,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
167,download,49249673,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
168,download,1366959812,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
169,download,2109546597,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
170,download,2307981141,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
171,download,609764966,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
172,download,363870483,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
173,download,33946394,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
174,download,25010269,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
175,download,2252519652,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
176,download,1435856967,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
177,download,232290069,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
178,download,1631439611,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
179,download,299979078,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
180,download,38545644,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
181,download,341214659,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
182,download,33996825,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
183,download,515945308,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
184,download,1578820588,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
185,download,1119284084,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
186,download,17044138,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
187,download,16563764,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
188,download,217188208,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
189,download,1572337120,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
190,download,239718465,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
191,download,271169224,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
192,download,484848978,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
193,download,419720592,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
194,download,35510189,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
195,download,14221245,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
196,download,2534170670,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
197,download,1586055343,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
198,download,250170063,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
199,download,515812011,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
200,download,1237817988,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
201,download,1237583440,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
202,download,29468457,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
203,download,287859282,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
204,download,1431017447,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
205,download,440163885,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
206,download,13038291,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
207,download,207262253,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
208,download,180738500,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
209,download,186325435,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
210,download,1696309650,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
211,download,194473844,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
212,download,17083398,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
213,download,46725848,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
214,download,699739918,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
215,download,1813684095,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
216,download,282192395,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
217,download,44000639,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
218,download,622222735,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
219,download,483790741,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
220,download,1410098563,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
221,download,29749705,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
222,download,187750024,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
223,download,1198023407,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
224,download,4347721,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
225,download,286493966,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
226,download,1254398665,0.0,0.011119759813188036,0.0,0,0.0,null,7,3,10,360000,9520.983328700066,Gamma
